Variable,Label,Mean,Min,Max,StdDev,Valid,Invalid,Variance
usclass1,"TRADITIONAL CLASS DIVISIONS STILL REMAIN",2.199,1.0,4.0,0.788,1395.0,58204.0,0.621
usclass2,"ACHIEVEMENT DEPENDS ON FAMILY BACKGROUND",2.675,1.0,4.0,0.92,1422.0,58177.0,0.846
usclass3,"ACHIEVEMENT DEPENDS ON EDUC AND ABILITY",1.766,1.0,4.0,0.74,1427.0,58172.0,0.548
usclass4,"ONES OWN EFFORTS DONT COUNT",2.708,1.0,4.0,0.889,1415.0,58184.0,0.791
usclass5,"PERSONAL INCOME NOT DETERMINED BY WORK",2.86,1.0,4.0,0.989,1415.0,58184.0,0.979
usclass6,"DIFFERENCES IN CLASS ARE AN INCENTIVE",2.394,1.0,4.0,0.819,1357.0,58242.0,0.671
usclass7,"DIFFERENCES IN CLASS REFLECT OWN EFFORT",2.132,1.0,4.0,0.75,1395.0,58204.0,0.562
usclass8,"SOCIAL DIFFERENCES ARE ACCEPTABLE",2.491,1.0,4.0,0.812,1389.0,58210.0,0.659
educop,"EQUAL OPPORTUNITY TO OBTAIN EDUCATION?",1.286,1.0,2.0,0.452,1439.0,58160.0,0.204
govcare,"GOVT CONCERN FOR SOCIAL WELFARE",1.734,1.0,2.0,0.442,1380.0,58219.0,0.195
eqwlth,"SHOULD GOVT REDUCE INCOME DIFFERENCES",3.719,1.0,7.0,1.972,30271.0,29328.0,3.89
eqwlthy,"GOVT REDUCE INCOME DIFFERENCES-VERSION Y",3.67,1.0,7.0,1.898,749.0,58850.0,3.604
tax,"RS FEDERAL INCOME TAX",1.409,1.0,4.0,0.565,31979.0,27620.0,0.319
spkath,"ALLOW ANTI-RELIGIONIST TO SPEAK",1.287,1.0,2.0,0.452,37428.0,22171.0,0.205
colath,"ALLOW ANTI-RELIGIONIST TO TEACH",4.471,4.0,5.0,0.499,36498.0,23101.0,0.249
libath,"ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY",1.682,1.0,2.0,0.466,36846.0,22753.0,0.217
spksoc,"ALLOW SOCIALIST TO SPEAK",1.203,1.0,2.0,0.402,4424.0,55175.0,0.162
colsoc,"ALLOW SOCIALIST TO TEACH",4.395,4.0,5.0,0.489,4314.0,55285.0,0.239
libsoc,"ALLOW SOCIALISTS BOOK IN LIBRARY",1.733,1.0,2.0,0.443,4342.0,55257.0,0.196
spkrac,"ALLOW RACIST TO SPEAK",1.387,1.0,2.0,0.487,32571.0,27028.0,0.237
colrac,"ALLOW RACIST TO TEACH",4.543,4.0,5.0,0.498,32090.0,27509.0,0.248
librac,"ALLOW RACISTS BOOK IN LIBRARY",1.65,1.0,2.0,0.477,32225.0,27374.0,0.227
spkcom,"ALLOW COMMUNIST TO SPEAK",1.364,1.0,2.0,0.481,36839.0,22760.0,0.231
colcom,"SHOULD COMMUNIST TEACHER BE FIRED",4.538,4.0,5.0,0.499,35606.0,23993.0,0.249
libcom,"ALLOW COMMUNISTS BOOK IN LIBRARY",1.649,1.0,2.0,0.477,36494.0,23105.0,0.228
spkmil,"ALLOW MILITARIST TO SPEAK",1.376,1.0,2.0,0.484,32540.0,27059.0,0.235
colmil,"ALLOW MILITARIST TO TEACH",4.524,4.0,5.0,0.499,31951.0,27648.0,0.249
libmil,"ALLOW MILITARISTS BOOK IN LIBRARY",1.648,1.0,2.0,0.478,32213.0,27386.0,0.228
spkhomo,"ALLOW HOMOSEXUAL TO SPEAK",1.234,1.0,2.0,0.424,35207.0,24392.0,0.179
colhomo,"ALLOW HOMOSEXUAL TO TEACH",4.313,4.0,5.0,0.464,34969.0,24630.0,0.215
libhomo,"ALLOW HOMOSEXUALS BOOK IN LIBRARY",1.673,1.0,2.0,0.469,35175.0,24424.0,0.22
SPKMSLM,"ALLOW MUSLIM CLERGYMEN PREACHING HATRED OF THE US",1.567,1.0,2.0,0.496,5567.0,54032.0,0.246
COLMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN TEACHING IN COLLEGE",4.675,4.0,5.0,0.469,5531.0,54068.0,0.22
LIBMSLM,"ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY",1.495,1.0,2.0,0.5,5561.0,54038.0,0.25
cappun2,"DOES R FAVOR CAPITAL PUNISHMENT",1.397,1.0,2.0,0.489,2901.0,56698.0,0.239
cappun,"FAVOR OR OPPOSE DEATH PENALTY FOR MURDER",1.282,1.0,2.0,0.45,48662.0,10937.0,0.203
capimp,"IMPORTANCE OF DEATH PENALTY ISSUE TO R",2.222,1.0,4.0,0.752,474.0,59125.0,0.566
capinfo,"HOW MUCH INFO R HAS ON DEATH PENALTY",2.806,1.0,4.0,0.953,475.0,59124.0,0.908
capfirm,"HOW FIRM IS RS OPINION OF DEATH PENALTY",3.204,1.0,4.0,0.861,465.0,59134.0,0.74
gunlaw,"FAVOR OR OPPOSE GUN PERMITS",1.233,1.0,2.0,0.423,38614.0,20985.0,0.179
gunimp,"IMPORTANCE OF GUN CONTROL ISSUE TO R",2.235,1.0,4.0,0.763,1954.0,57645.0,0.583
guninfo,"HOW MUCH INFO DOES R HAVE ON GUN CONTROL",2.729,1.0,4.0,0.971,476.0,59123.0,0.943
gunfirm,"HOW FIRM IS RS OPINION ON GUN CONTROL",3.298,1.0,4.0,0.852,470.0,59129.0,0.726
courts,"COURTS DEALING WITH CRIMINALS",2.07,1.0,3.0,0.444,49965.0,9634.0,0.197
courtsy,"COURTS DEALING WITH CRIMINALS-VERSION Y",1.997,1.0,3.0,0.368,1301.0,58298.0,0.135
crimimp,"IMPORTANCE OF CRIME ISSUE TO R",1.733,1.0,4.0,0.583,475.0,59124.0,0.34
criminfo,"HOW MUCH INFO DOES R HAVE ON CRIME ISSUE",2.586,1.0,4.0,0.835,476.0,59123.0,0.698
crimfirm,"HOW FIRM IS RS OPINION ON CRIME ISSUE",3.335,1.0,4.0,0.817,469.0,59130.0,0.668
lawimp,"IMPORTANCE OF LAW ENFORCEMENT ISSUE TO R",1.717,1.0,4.0,0.6,982.0,58617.0,0.36
lawinfo,"HOW MUCH INFO DOES R HAVE ON LAW ISSUE",2.86,1.0,4.0,0.781,982.0,58617.0,0.609
lawfirm,"HOW FIRM IS RS OPINION ON LAW ISSUE",3.004,1.0,4.0,0.874,967.0,58632.0,0.764
wirtap,"WIRETAPPING",1.791,1.0,2.0,0.406,17222.0,42377.0,0.165
grass,"SHOULD MARIJUANA BE MADE LEGAL",1.713,1.0,2.0,0.452,34256.0,25343.0,0.204
grassy,"SHOULD MARIJUANA BE LEGAL-VERSION Y",1.674,1.0,2.0,0.469,743.0,58856.0,0.22
relig,"RS RELIGIOUS PREFERENCE",1.898,1.0,13.0,1.67,59348.0,251.0,2.79
denom,"SPECIFIC DENOMINATION",36.569,10.0,70.0,20.015,34935.0,24664.0,400.585
other,"OTHER PROTESTANT DENOMINATIONS",53.475,2.0,201.0,25.2,7399.0,52200.0,635.051
OTHJEW,"CONSIDER SELF TO BE JEWISH",2.955,1.0,3.0,0.271,716.0,58883.0,0.074
jew,"WHAT SORT OF JEW R IS",2.809,1.0,5.0,0.863,686.0,58913.0,0.745
JEWAJ,"WHAT SORT OF JEW R IS",3.5,2.0,4.0,0.798,12.0,59587.0,0.636
fund,"HOW FUNDAMENTALIST IS R CURRENTLY",1.953,1.0,3.0,0.757,57329.0,2270.0,0.573
attend,"HOW OFTEN R ATTENDS RELIGIOUS SERVICES",3.804,0.0,8.0,2.718,59037.0,562.0,7.389
maattend,"HOW OFTEN MA ATTENDED RELIGIOUS SERVICES",5.237,0.0,8.0,2.52,8159.0,51440.0,6.352
paattend,"HOW OFTEN PA ATTENDED RELIGIOUS SERVICES",4.213,0.0,8.0,2.932,7307.0,52292.0,8.598
spattend,"HOW OFTEN SP ATTENDS RELIGIOUS SERVICES",4.025,0.0,8.0,2.796,3070.0,56529.0,7.818
reliten,"STRENGTH OF AFFILIATION",1.956,1.0,4.0,0.976,54604.0,4995.0,0.953
relitena,"STRENGTH OF JEWISH AFFILIATION",2.0,2.0,2.0,0.0,12.0,59587.0,0.0
postlife,"BELIEF IN LIFE AFTER DEATH",1.201,1.0,2.0,0.401,37858.0,21741.0,0.161
postlf1,"LIFE OF PEACE AND TRANQUILITY",1.393,1.0,4.0,0.619,2313.0,57286.0,0.383
postlf2,"LIFE OF INTENSE ACTION",2.657,1.0,4.0,0.933,2188.0,57411.0,0.87
postlf3,"LIKE HERE ON EARTH ONLY BETTER",2.271,1.0,4.0,1.073,2284.0,57315.0,1.152
postlf4,"LIFE WITHOUT MANY EARTHLY JOYS",2.507,1.0,4.0,1.066,2223.0,57376.0,1.137
postlf5,"PALE OR SHADOWY FORM OF LIFE",3.268,1.0,4.0,0.899,2215.0,57384.0,0.808
postlf6,"A SPIRITUAL LIFE INVOLVING MIND NOT BODY",1.829,1.0,4.0,1.001,2250.0,57349.0,1.002
postlf7,"PARADISE OF PLEASURES AND DELIGHTS",2.064,1.0,4.0,1.017,2261.0,57338.0,1.034
postlf8,"PLACE OF LOVING INTELLECTUAL COMMUNION",1.579,1.0,4.0,0.748,2261.0,57338.0,0.559
postlf9,"UNION WITH GOD",1.225,1.0,4.0,0.514,2320.0,57279.0,0.264
postlf10,"REUNION WITH LOVED ONES",1.353,1.0,4.0,0.663,2308.0,57291.0,0.439
likediff,"AFTERLIFE CONTRAST: BETTER OR LACKING",2.813,1.0,7.0,1.999,4418.0,55181.0,3.994
mindbody,"AFTERLIFE CONTRAST: SPIRITUAL OR SENSUAL",3.035,1.0,7.0,2.102,4439.0,55160.0,4.42
restact,"AFTERLIFE CONTRAST: PEACEFUL OR ACTION",2.158,1.0,7.0,1.609,1183.0,58416.0,2.59
palefull,"AFTERLIFE CONTRAST: SHADOWS OR FULL",5.778,1.0,7.0,1.571,4447.0,55152.0,2.467
pray,"HOW OFTEN DOES R PRAY",2.745,1.0,6.0,1.617,30642.0,28957.0,2.613
dejavu,"THOUGHT ONE WAS SOMEPLACE BEFORE",2.108,1.0,4.0,0.964,3885.0,55714.0,0.93
esp,"FELT IN TOUCH WITH SOMEONE FAR AWAY",2.043,1.0,4.0,0.964,3887.0,55712.0,0.929
visions,"PERCEIVED EVENTS AT GREAT DISTANCE",1.412,1.0,4.0,0.756,3857.0,55742.0,0.572
spirits,"FELT IN TOUCH WITH DECEASED PERSON",1.605,1.0,4.0,0.867,5068.0,54531.0,0.752
grace,"HAD POWERFUL RELIGIOUS EXPERIENCE",1.636,1.0,4.0,0.924,6559.0,53040.0,0.853
neargod,"HOW CLOSE DOES R FEEL TO GOD",1.919,1.0,5.0,0.855,10009.0,49590.0,0.732
judge,"IMAGE OF GOD AS JUDGE",1.856,1.0,4.0,0.988,2025.0,57574.0,0.976
redeemer,"IMAGE OF GOD AS REDEEMER",1.555,1.0,4.0,0.828,2005.0,57594.0,0.685
lover,"IMAGE OF GOD AS LOVER",2.17,1.0,4.0,1.196,1985.0,57614.0,1.431
master,"IMAGE OF GOD AS MASTER",1.728,1.0,4.0,0.967,2017.0,57582.0,0.935
mother,"IMAGE OF GOD AS MOTHER",2.539,1.0,4.0,1.141,1987.0,57612.0,1.303
creator,"IMAGE OF GOD AS CREATOR",1.258,1.0,4.0,0.621,2026.0,57573.0,0.386
father,"IMAGE OF GOD AS FATHER",1.584,1.0,4.0,0.894,2020.0,57579.0,0.799
spouse,"IMAGE OF GOD AS SPOUSE",2.897,1.0,4.0,1.106,1984.0,57615.0,1.223
friend,"IMAGE OF GOD AS FRIEND",1.553,1.0,4.0,0.84,2027.0,57572.0,0.706
king,"IMAGE OF GOD AS KING",1.881,1.0,4.0,1.084,2012.0,57587.0,1.175
liberatr,"IMAGE OF GOD AS LIBERATOR",1.947,1.0,4.0,1.034,1975.0,57624.0,1.068
healer,"IMAGE OF GOD AS HEALER",1.446,1.0,4.0,0.793,2020.0,57579.0,0.63
mapa,"CONTRAST BETWEEN MOTHER AND FATHER",5.6,1.0,7.0,1.65,16452.0,43147.0,2.721
mastersp,"CONTRAST BETWEEN MASTER AND SPOUSE",2.416,1.0,7.0,1.713,16217.0,43382.0,2.933
judgeluv,"CONTRAST BETWEEN JUDGE AND LOVER",2.933,1.0,7.0,1.948,16255.0,43344.0,3.794
frndking,"CONTRAST BETWEEN FRIEND AND KING",3.733,1.0,7.0,2.208,16423.0,43176.0,4.875
crtrheal,"CONTRAST BETWEEN CREATOR AND HEALER",3.289,1.0,7.0,1.851,3824.0,55775.0,3.427
rdeemlib,"CONTRAST BETWEEN REDEEMER AND LIBERATOR",2.889,1.0,7.0,1.785,3790.0,55809.0,3.187
popespks,"POPE IS INFALLIBLE ON MATTERS OF FAITH OR MORALS",2.444,1.0,5.0,1.07,2755.0,56844.0,1.144
relig16,"RELIGION IN WHICH RAISED",1.665,1.0,13.0,1.335,56197.0,3402.0,1.781
denom16,"DENOMINATION IN WHICH R WAS RAISED",33.547,10.0,70.0,18.666,34377.0,25222.0,348.434
oth16,"OTHER PROTESTANT DENOMINATIONS",51.093,1.0,201.0,23.213,6279.0,53320.0,538.852
OTHJEW16,"R RAISED AS A JEW",2.995,2.0,3.0,0.068,434.0,59165.0,0.005
jew16,"WHAT SORT OF JEW R WAS AT AGE 16",3.895,1.0,99.0,11.552,693.0,58906.0,133.459
JEW16AJ,"WHAT SORT OF JEW R IS AT AGE 16",3.0,3.0,3.0,0.0,1.0,59598.0,0.0
fund16,"HOW FUNDAMENTALIST WAS R AT AGE 16",1.891,1.0,3.0,0.732,54763.0,4836.0,0.535
sprel,"SPOUSES RELIGIOUS PREFERENCE",1.758,1.0,13.0,1.477,23000.0,36599.0,2.183
spden,"SPECIFIC DENOMINATION, SPOUSE",37.734,10.0,70.0,19.606,14165.0,45434.0,384.404
spother,"OTHER PROTESTANT DENOMINATIONS",53.191,1.0,204.0,23.528,3093.0,56506.0,553.571
SPOTHJEW,"SPOUSE CONSIDERS SELF JEWISH",2.667,1.0,3.0,0.816,6.0,59593.0,0.667
spjew,"WHAT SORT OF JEW IS RS SPOUSE CURRENTLY",2.733,1.0,5.0,0.851,206.0,59393.0,0.723
SPJEWAJ,"WHAT SORT OF JEW IS RS SPOUSE CURRENTLY",0.0,0.0,4.0,0.016,59599.0,0.0,0.0
spfund,"HOW FUNDAMENTALIST IS SPOUSE CURRENTLY",1.932,1.0,3.0,0.733,22314.0,37285.0,0.537
sprel16,"RELIGION IN WHICH SPOUSE RAISED",1.491,1.0,5.0,0.841,16935.0,42664.0,0.707
spden16,"DENOMINATION IN WHICH SPOUSE RAISED",34.637,10.0,70.0,18.023,10981.0,48618.0,324.844
spoth16,"OTHER PROTESTANT DENOMINATIONS",50.644,1.0,139.0,21.914,2035.0,57564.0,480.24
spjew16,"WHAT SORT OF JEW WAS RS SPOUSE AT 16",2.333,1.0,4.0,0.843,108.0,59491.0,0.71
spfund16,"HOW FUNDAMENTALIST WAS SPOUSE AT 16",1.872,1.0,3.0,0.706,16510.0,43089.0,0.498
tithing,"HOW MUCH DOES R GIVE TO RELIGION",918.302,0.0,99997.0,6954.096,3975.0,55624.0,48359446.144
prayer,"BIBLE PRAYER IN PUBLIC SCHOOLS",1.601,1.0,2.0,0.49,30461.0,29138.0,0.24
prayery,"BIBLE PRAYER IN SCHOOLS-VERSION Y",2.278,1.0,3.0,0.916,704.0,58895.0,0.838
prayerx,"BIBLE PRAYER IN SCHOOLS -- VERSION Z",1.916,1.0,4.0,0.717,728.0,58871.0,0.514
bible,"FEELINGS ABOUT THE BIBLE",1.863,1.0,4.0,0.735,30642.0,28957.0,0.541
bibley,"FEELINGS ABOUT THE BIBLE -- VERSION Z",1.64,1.0,5.0,0.712,1834.0,57765.0,0.507
world1,"WORLD IMAGE:  MUCH EVIL VS. MUCH GOOD",4.662,1.0,7.0,1.584,16381.0,43218.0,2.509
world2,"WORLD IMAGE:  THE GOOD MUST ACT VS. NOT",3.312,1.0,7.0,1.804,1505.0,58094.0,3.255
world3,"WORLD IMAGE:  GOD NOT HERE VS. HERE",5.392,1.0,7.0,1.617,1476.0,58123.0,2.614
world4,"WORLD IMAGE:  MAN IS GOOD VS. CORRUPT",3.143,1.0,7.0,1.672,11783.0,47816.0,2.796
world5,"WORLD IMAGE:  ARTS ARE GOOD VS. NOT",2.646,1.0,7.0,1.539,1486.0,58113.0,2.368
world6,"WORLD IMAGE:  CHAOS VS. HARMONY",3.836,1.0,7.0,1.561,1498.0,58101.0,2.435
world7,"WORLD IMAGE:  ACH. REVEALS GOD VS. NOT",2.827,1.0,7.0,1.611,1478.0,58121.0,2.596
libtemp,"FEELING THERMOMETER -- LIBERALS",53.867,0.0,100.0,20.895,3579.0,56020.0,436.582
contemp,"FEELING THERMOMETER -- CONSERVATIVES",57.747,0.0,100.0,19.354,3600.0,55999.0,374.592
prottemp,"FEELING THERMOMETER -- PROTESTANTS",68.89,0.0,100.0,20.859,4533.0,55066.0,435.112
cathtemp,"FEELING THERMOMETER -- CATHOLICS",66.107,0.0,100.0,21.955,4571.0,55028.0,482.01
jewtemp,"FEELING THERMOMETER -- JEWS",61.442,0.0,100.0,20.903,4487.0,55112.0,436.943
mslmtemp,"FEELING THERMOMETER -- MUSLIMS",47.803,0.0,100.0,22.701,793.0,58806.0,515.32
fepriest,"R FAVORS WOMEN AS PRIESTS",2.497,1.0,4.0,1.149,362.0,59237.0,1.32
feclergy,"R FAVORS WOMEN AS MINISTERS",1.366,1.0,2.0,0.482,973.0,58626.0,0.232
relgrade,"GRADE GIVEN RELIGION",2.624,1.0,6.0,1.645,950.0,58649.0,2.705
racmar,"FAVOR LAW AGAINST RACIAL INTERMARRIAGE",1.77,1.0,2.0,0.421,28784.0,30815.0,0.177
racmar10,"FAVOR LAW AGAINST RAC INTRMAR 10 YRS AGO",1.665,1.0,2.0,0.472,1746.0,57853.0,0.223
racdin,"OBJECT TO OPP. RACE HOME FOR DINNER",2.649,1.0,3.0,0.666,12033.0,47566.0,0.443
racpush,"BLACKS SHOULDNT PUSH",2.375,1.0,4.0,1.124,19445.0,40154.0,1.264
racseg,"WHITES HAVE RIGHT TO SEG. NEIGHBORHOOD",3.134,1.0,4.0,1.037,19551.0,40048.0,1.076
racopen,"VOTE ON OPEN HOUSING LAW",1.616,1.0,3.0,0.532,29840.0,29759.0,0.283
raclive,"ANY OPP. RACE IN NEIGHBORHOOD",1.415,1.0,2.0,0.493,51609.0,7990.0,0.243
racclos,"ANY OPP. RACE LIVING CLOSE TO R",1.283,1.0,2.0,0.45,14427.0,45172.0,0.203
racdis,"HOW FAR ARE CLOSEST OPP. RACE",1.841,1.0,4.0,0.971,14316.0,45283.0,0.943
racinteg,"WILL NEIGHBORHOOD BECOME ALL BLACK",1.935,1.0,3.0,0.247,13109.0,46490.0,0.061
racobjct,"NEIGHBORHOOD INTEGRATED BY SAME SES",2.833,1.0,3.0,0.406,1320.0,58279.0,0.165
rachome,"OPP. RACE HOME FOR DINNER RECENTLY",1.692,1.0,2.0,0.462,22774.0,36825.0,0.213
racschol,"SHOULD WHITES & BLACKS GO TO SAME SCHOOL",1.107,1.0,2.0,0.309,9945.0,49654.0,0.095
racfew,"CHILDREN TO SCHOOL WITH OPPOSITE RACE",1.952,1.0,2.0,0.215,21498.0,38101.0,0.046
rachaf,"CHILDREN TO SCHOOL HALF OPPOSITE RACE",1.827,1.0,2.0,0.378,20052.0,39547.0,0.143
racmost,"CHILDREN TO SCHOOL MOSTLY OPPOSITE RACE",1.597,1.0,2.0,0.49,16107.0,43492.0,0.241
busing,"ATTITUDE TOWARD RACIAL BUSING",1.74,1.0,2.0,0.439,22886.0,36713.0,0.192
busing10,"FAVOR BUSING 10 YRS AGO",1.713,1.0,2.0,0.453,1678.0,57921.0,0.205
racpres,"WOULD VOTE FOR BLACK PRESIDENT",1.135,1.0,2.0,0.342,23212.0,36387.0,0.117
racjob,"EQUAL OPPORTUNITIES ON JOBS",1.032,1.0,2.0,0.177,1332.0,58267.0,0.031
racchurh,"ATTEND CHURCH WITH OTHER RACE",1.581,1.0,2.0,0.493,12494.0,47105.0,0.243
color,"RS SKIN COLOR",2.749,1.0,5.0,0.925,495.0,59104.0,0.856
racname,"PREFERED RACIAL NAME",1.47,1.0,4.0,0.943,345.0,59254.0,0.889
rachisch,"HOW INTEGRATED WAS RS HIGH SCHOOL",1.622,0.0,3.0,0.904,500.0,59099.0,0.817
racmix,"HOW MANY FRIENDS ARE WHITE",2.087,1.0,3.0,0.866,508.0,59091.0,0.75
racneigh,"NEIGHBORHOOD R WOULD LIKE TO LIVE IN",2.583,1.0,4.0,0.807,458.0,59141.0,0.651
racnobuy,"EVER BOYCOTT CERTAIN PRODUCTS",1.732,1.0,2.0,0.443,504.0,59095.0,0.196
ractrust,"TRUST WHITE PEOPLE",2.038,1.0,3.0,0.425,502.0,59097.0,0.18
racparty,"WHICH PARTY HELPS BLACKS MORE",2.276,1.0,3.0,0.483,486.0,59113.0,0.233
racocc,"EQUALITY IN OCCUPATION",2.197,1.0,3.0,0.65,502.0,59097.0,0.422
racinc,"EQUALITY IN INCOME",2.185,1.0,3.0,0.643,503.0,59096.0,0.414
racopnow,"OPPORTUNITIES IMPROVED IN LAST 5 YRS",1.719,1.0,3.0,0.776,502.0,59097.0,0.602
racopwil,"OPPORTUNITIES IMPROVE IN NEXT 5 YRS",1.935,1.0,3.0,0.809,490.0,59109.0,0.654
racimp,"IMPORTANCE OF RACE RELATIONS ISSUES TO R",2.484,1.0,4.0,0.813,790.0,58809.0,0.661
racinfo,"HOW MUCH INFO DOES R HAVE ON RACE ISSUES",2.695,1.0,4.0,0.927,791.0,58808.0,0.86
racfirm,"HOW FIRM IS RS OPINION ON RACIAL ISSUES",2.944,1.0,4.0,0.877,774.0,58825.0,0.769
raccare,"RS CONCERN ABOUT RACIAL ISSUES",2.206,1.0,4.0,0.858,785.0,58814.0,0.735
racthink,"HOW OFT R & FRNDS THINK ABT RACE ISSUES",3.068,1.0,4.0,0.877,785.0,58814.0,0.77
racwrite,"R EVER WRITTEN OFFICIAL ABT RACE ISSUES",1.973,1.0,2.0,0.161,788.0,58811.0,0.026
racgive,"HAS R GIVEN MONEY TO RACIAL ORGS",1.911,1.0,2.0,0.285,788.0,58811.0,0.081
racjoin,"EVER JOINED ORG WORKING ON RACIAL ISSUES",1.964,1.0,2.0,0.185,787.0,58812.0,0.034
affrmact,"FAVOR PREFERENCE IN HIRING BLACKS",3.268,1.0,4.0,0.982,15720.0,43879.0,0.963
wrkwayup,"BLACKS OVERCOME PREJUDICE WITHOUT FAVORS",2.069,1.0,5.0,1.218,16424.0,43175.0,1.483
blksimp,"HAVE CONDITIONS FOR BLACKS IMPROVED",1.684,1.0,3.0,0.908,7793.0,51806.0,0.824
closeblk,"HOW CLOSE FEEL TO BLACKS",5.722,1.0,9.0,2.093,13998.0,45601.0,4.381
closewht,"HOW CLOSE FEEL TO WHITES",6.77,1.0,9.0,1.93,13942.0,45657.0,3.726
alienat1,"PEOPLE RUNNING COUNTRY DONT CARE",1.465,1.0,2.0,0.499,1457.0,58142.0,0.249
alienat2,"RICH GET RICHER, POOR POORER",1.241,1.0,2.0,0.428,1475.0,58124.0,0.183
alienat3,"WHAT YOU THINK DOESNT COUNT",1.415,1.0,2.0,0.493,1430.0,58169.0,0.243
alienat4,"YOU'RE LEFT OUT OF THINGS",1.709,1.0,2.0,0.454,1476.0,58123.0,0.206
alienat5,"POWERFUL PEOPLE TAKE ADVANTAGE OF YOU",1.425,1.0,2.0,0.495,1470.0,58129.0,0.245
alienat6,"PEOPLE IN WASH D.C. ARE OUT OF TOUCH",1.402,1.0,2.0,0.49,1427.0,58172.0,0.24
happy,"GENERAL HAPPINESS",1.81,1.0,3.0,0.636,54851.0,4748.0,0.405
hapmar,"HAPPINESS OF MARRIAGE",1.396,1.0,3.0,0.546,28362.0,31237.0,0.299
HAPCOHAB,"HAPPINESS OF RELT WITH PARTNER",1.415,1.0,3.0,0.554,376.0,59223.0,0.307
health,"CONDITION OF HEALTH",1.999,1.0,4.0,0.849,44136.0,15463.0,0.721
life,"IS LIFE EXCITING OR DULL",1.582,1.0,3.0,0.587,35814.0,23785.0,0.345
helpful,"PEOPLE HELPFUL OR LOOKING OUT FOR SELVES",1.579,1.0,3.0,0.615,37510.0,22089.0,0.378
fair,"PEOPLE FAIR OR TRY TO TAKE ADVANTAGE",1.693,1.0,3.0,0.588,37394.0,22205.0,0.346
trust,"CAN PEOPLE BE TRUSTED",1.669,1.0,3.0,0.558,39176.0,20423.0,0.312
trusty,"CAN PEOPLE BE TRUSTED-VERSION Y",1.424,1.0,2.0,0.495,769.0,58830.0,0.245
satcity,"CITY OR PLACE R LIVES IN",2.918,1.0,7.0,1.511,24133.0,35466.0,2.282
sathobby,"NON-WORKING ACTIVITIES,HOBBIES",2.706,1.0,7.0,1.57,24034.0,35565.0,2.466
satfam,"FAMILY LIFE",2.097,1.0,7.0,1.365,24070.0,35529.0,1.862
satfrnd,"FRIENDSHIPS",2.244,1.0,7.0,1.239,24128.0,35471.0,1.536
sathealt,"HEALTH AND PHYSICAL CONDITION",2.578,1.0,7.0,1.493,24121.0,35478.0,2.23
confinan,"CONFID IN BANKS & FINANCIAL INSTITUTIONS",1.937,1.0,3.0,0.661,36730.0,22869.0,0.436
conbus,"CONFIDENCE IN MAJOR COMPANIES",1.914,1.0,3.0,0.619,38830.0,20769.0,0.383
conclerg,"CONFIDENCE IN ORGANIZED RELIGION",1.927,1.0,3.0,0.697,38998.0,20601.0,0.486
coneduc,"CONFIDENCE IN EDUCATION",1.835,1.0,3.0,0.644,39899.0,19700.0,0.414
confed,"CONFID. IN EXEC BRANCH OF FED GOVT",2.153,1.0,3.0,0.679,39290.0,20309.0,0.461
conlabor,"CONFIDENCE IN ORGANIZED LABOR",2.202,1.0,3.0,0.637,38117.0,21482.0,0.406
conpress,"CONFIDENCE IN PRESS",2.15,1.0,3.0,0.666,39602.0,19997.0,0.444
conmedic,"CONFIDENCE IN MEDICINE",1.621,1.0,3.0,0.637,39988.0,19611.0,0.406
contv,"CONFIDENCE IN TELEVISION",2.196,1.0,3.0,0.653,39813.0,19786.0,0.426
conjudge,"CONFID. IN UNITED STATES SUPREME COURT",1.83,1.0,3.0,0.667,38743.0,20856.0,0.445
consci,"CONFIDENCE IN SCIENTIFIC COMMUNITY",1.644,1.0,3.0,0.613,37394.0,22205.0,0.376
conlegis,"CONFIDENCE IN CONGRESS",2.175,1.0,3.0,0.631,39258.0,20341.0,0.399
conarmy,"CONFIDENCE IN MILITARY",1.722,1.0,3.0,0.669,39317.0,20282.0,0.448
confinay,"BANKS & FINANCIAL INSTITUTIONS -- VER Z",3.411,1.0,7.0,1.681,467.0,59132.0,2.826
conbusy,"MAJOR COMPANIES -- VERSION Z",3.393,1.0,7.0,1.449,458.0,59141.0,2.099
conclery,"ORGANIZED RELIGION -- VERSION Z",3.457,1.0,7.0,1.829,464.0,59135.0,3.346
coneducy,"EDUCATION -- VERSION Z",3.746,1.0,7.0,1.643,472.0,59127.0,2.7
confedy,"EXEC BRANCH FED GOVT -- VERSION Z",4.132,1.0,7.0,1.788,469.0,59130.0,3.196
conlaboy,"ORGANIZED LABOR -- VERSION Z",4.312,1.0,7.0,1.711,464.0,59135.0,2.928
conpresy,"PRESS -- VERSION Z",3.953,1.0,7.0,1.691,472.0,59127.0,2.86
conmediy,"MEDICINE -- VERSION Z",2.998,1.0,7.0,1.635,472.0,59127.0,2.673
contvy,"TELEVISION -- VERSION Z",4.161,1.0,7.0,1.685,472.0,59127.0,2.84
conjudgy,"UNITED STATES SUPREME COURT -- VERSION Z",3.463,1.0,7.0,1.701,458.0,59141.0,2.892
consciy,"SCIENTIFIC COMMUNITY -- VERSION Z",3.081,1.0,7.0,1.534,446.0,59153.0,2.353
