Variable,Label,Code,Category,Frequency,Percent,Missing
occ80,"RS CENSUS OCCUPATION CODE (1980)",384.0,"Proofreaders",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",385.0,"Data-Entry Keyers",121.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",386.0,"Statistical Clerks",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",387.0,"Teachers' Aides",106.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",389.0,"Administrative Support Occupations, n.e.c.",212.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",403.0,"Launderers and Ironers",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",404.0,"Cooks, Private Household",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",405.0,"Housekeepers and Butlers",29.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",406.0,"Child Care Workers, Private Household",127.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",407.0,"Private Household Cleaners and Servants",242.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",413.0,"Supervisors, Firefighting and Fire Prevention Occupations",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",414.0,"Supervisors, Police and Detectives",20.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",415.0,"Supervisors, Guards",18.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",416.0,"Fire Inspection and Fire Prevention Occupations",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",417.0,"Firefighting Occupations",56.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",418.0,"Police and Detectives, Public Service",144.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",423.0,"Sheriffs, Bailiffs, and Other Law Enforcement Officers",36.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",424.0,"Correctional Institution Officers",56.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",425.0,"Crossing Guards",16.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",426.0,"Guards and Police, Excluding Public Service",140.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",427.0,"Protective Service Occupations",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",430.0,"Former Member of the Armed Forces",48.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",431.0,"Current Member of the Armed Forces",114.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",433.0,"Supervisors, Food Preparation and Service Occupations",100.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",434.0,"Bartenders",97.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",435.0,"Waiters and Waitresses",466.0,0.01,
occ80,"RS CENSUS OCCUPATION CODE (1980)",436.0,"Cooks, Except Short Order",377.0,0.01,
occ80,"RS CENSUS OCCUPATION CODE (1980)",437.0,"Short-Order Cooks",15.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",438.0,"Food Counter, Fountain and Related Occupations",49.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",439.0,"Kitchen Workers, Food Preparation",78.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",443.0,"Waiters'/Waitresses' Assistants",86.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",444.0,"Miscellaneous Food Preparation Occupations",160.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",445.0,"Dental Assistants",49.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",446.0,"Health Aids, Except Nursing",188.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",447.0,"Nursing Aides, Orderlies and Attendants",625.0,0.01,
occ80,"RS CENSUS OCCUPATION CODE (1980)",448.0,"Supervisors, Cleaning and Building Service Workers",57.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",449.0,"Maids and Housemen",198.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",453.0,"Janitors and Cleaners",532.0,0.01,
occ80,"RS CENSUS OCCUPATION CODE (1980)",454.0,"Elevator Operators",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",455.0,"Pest Control Occupations",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",456.0,"Supervisors, Personal Service Occupations",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",457.0,"Barbers",18.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",458.0,"Hairdressers and Cosmetologists",241.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",459.0,"Attendants, Amusement and Recreation Facilities",46.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",463.0,"Guides",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",464.0,"Ushers",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",465.0,"Public Transportation Attendants",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",466.0,"Baggage Porters and Bellhops",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",467.0,"Welfare Service Aides",65.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",468.0,"Child Care Workers, Except Private Household",269.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",469.0,"Personal Service Occupations, n.e.c.",66.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",473.0,"Farmers, Except Horticultural",223.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",474.0,"Horticultural Specialty Farmers",16.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",475.0,"Managers, Farms, Except Horticultural",17.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",476.0,"Managers, Horticultural Specialty Farms",10.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",477.0,"Supervisors, Farm Workers",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",479.0,"Farm Workers",146.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",483.0,"Marine Life Cultivation Workers",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",484.0,"Nursery Workers",11.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",485.0,"Supervisors, Related Agricultural Occupations",22.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",486.0,"Groundskeepers and Gardeners, Except Farm",129.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",487.0,"Animal Caretakers, Except Farm",29.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",488.0,"Graders and Sorters, Agricultural Products",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",489.0,"Inspectors, Agricultural Products",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",494.0,"Supervisors, Forestry and Logging Workers",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",495.0,"Forestry Workers, Except Logging",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",496.0,"Timber Cutting and Logging Occupations",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",497.0,"Captains and Other Officers, Fishing Vessels",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",498.0,"Fishers",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",499.0,"Hunters and Trappers",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",503.0,"Supervisors, Mechanics and Repairers",54.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",505.0,"Automobile Mechanics, Except Apprentices",206.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",506.0,"Automobile Mechanic Apprentices",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",507.0,"Bus, Truck, and Stationary Engine Mechanics",73.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",508.0,"Aircraft Engine Mechanics",29.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",509.0,"Small Engine Repairers",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",514.0,"Automobile Body and Related Repairers",60.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",515.0,"Aircraft Mechanics, Excluding Engine",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",516.0,"Heavy Equipment Mechanics",42.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",517.0,"Farm Equipment Mechanics",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",518.0,"Industrial Machinery Repairers",69.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",519.0,"Machinery Maintenance Occupations",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",523.0,"Electronic Repairers, Communications and Industrial Equipment",51.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",525.0,"Data Processing Equipment Repairers",20.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",526.0,"Household Appliance and Power Tool Repairers",23.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",527.0,"Telephone Line Installers and Repairers",29.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",529.0,"Telephone Installers and Repairers",30.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",533.0,"Misc. Electrical and Electronic Equipment Repairers",17.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",534.0,"Heating, Air Conditioning, and Refrigeration Mechanics",73.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",535.0,"Camera, Watch, and Musical Instrument Repairers",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",536.0,"Locksmiths and Safe Repairers",10.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",538.0,"Office Machine Repairers",9.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",539.0,"Mechanical Controls and Valve Repairers",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",543.0,"Elevator Installers and Repairers",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",544.0,"Millwrights",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",547.0,"Specified Mechanics and Repairers, n.e.c.",46.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",549.0,"Not Specified Mechanics and Repairers",38.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",553.0,"Supervisors, Brickmasons, Stonemasons, and Title Setters",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",554.0,"Supervisors, Carpenters and Related Work",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",555.0,"Supervisors, Electricians and Power Transmission Installers",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",556.0,"Supervisors, Painters, Paperhangers, and Plasterers",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",557.0,"Supervisors, Plumbers, Pipefitters, and Steamfitters",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",558.0,"Supervisors, n.e.c.",143.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",563.0,"Brickmasons and Stonemasons, Except Apprentices",48.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",564.0,"Brickmasons and Stonemasons Apprentices",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",565.0,"Tile Setters, Hard and Soft",16.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",566.0,"Carpet Installers",16.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",567.0,"Carpenters, Except Apprentices",320.0,0.01,
occ80,"RS CENSUS OCCUPATION CODE (1980)",569.0,"Carpenter Apprentices",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",573.0,"Drywall Installers",28.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",575.0,"Electricians, Except Apprentices",158.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",576.0,"Electrician Apprentices",9.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",577.0,"Electrical Power Installers and Repairers",25.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",579.0,"Painters, Construction and Maintenance",94.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",583.0,"Paperhangers",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",584.0,"Plasterers",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",585.0,"Plumbers, Pipefitters, and Steamfitters, Except Apprentices",134.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",587.0,"Plumber, Pipefitter, and Steamfitter Apprentices",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",588.0,"Concrete and Terrazzo Finishers",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",589.0,"Glaziers",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",593.0,"Insulation Workers",11.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",594.0,"Paving, Surfacing, and Tamping Equipment Operators",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",595.0,"Roofers",48.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",596.0,"Sheetmetal Duct Installers",12.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",597.0,"Structural Metal Workers",23.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",598.0,"Drillers, Earth",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",599.0,"Construction Trades, n.e.c.",40.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",613.0,"Supervisors, Extractive Occupations",10.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",614.0,"Drillers, Oil Well",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",615.0,"Explosives Workers",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",616.0,"Mining Machine Operators",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",617.0,"Mining Occupations, n.e.c.",9.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",633.0,"Supervisors, Production Occupations",254.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",634.0,"Tool and Die Makers, Except Apprentices",35.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",635.0,"Tool and Die Maker Apprentices",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",636.0,"Precision Assemblers, Metal",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",637.0,"Machinists, Except Apprentices",106.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",639.0,"Machinist Apprentices",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",643.0,"Boilermakers",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",644.0,"Precision Grinders, Fitters, and Tool Sharpeners",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",645.0,"Patternmakers and Model Makers, Metal",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",646.0,"Lay-Out Workers",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",647.0,"Precious Stones and Metals Workers",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",649.0,"Engravers, Metal",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",653.0,"Sheet Metal Workers, Except Apprentices",22.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",654.0,"Sheet Metal Worker, Apprentices",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",655.0,"Miscellaneous Precision Metal Workers",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",656.0,"Patternmakers and Model Makers, Wood",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",657.0,"Cabinet Makers and Bench Carpenters",24.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",658.0,"Furniture and Wood Finishers",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",659.0,"Miscellaneous Precision Woodworkers",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",666.0,"Dressmakers",43.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",667.0,"Tailors",15.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",668.0,"Upholsterers",26.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",669.0,"Shoe Repairers",10.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",673.0,"Apparel and Fabric Patternmakers",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",674.0,"Miscellaneous Precision Apparel and Fabric Workers",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",675.0,"Hand Molders and Shapers, Except Jewelers",10.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",676.0,"Patternmakers, Lay-Out Workers, and Cutters",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",677.0,"Optical Goods Workers",21.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",678.0,"Dental Laboratory and Medical Appliance Technicians",12.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",679.0,"Bookbinders",12.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",683.0,"Electrical and Electronic Equipment Assemblers",43.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",684.0,"Miscellaneous Precision Workers, n.e.c.",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",686.0,"Butchers and Meat Cutters",49.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",687.0,"Bakers",46.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",688.0,"Food Batchmakers",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",689.0,"Inspectors, Testers, and Graders",32.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",693.0,"Adjusters and Calibrators",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",694.0,"Water and Sewage Treatment Plant Operators",13.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",695.0,"Power Plant Operators",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",696.0,"Stationary Engineers",29.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",699.0,"Miscellaneous Plant and System Operators",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",703.0,"Lathe and Turning Machine Set-Up Operators",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",704.0,"Lathe and Turning Machine Operators",11.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",705.0,"Milling and Planing Machine Operators",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",706.0,"Punching and Stamping Press Machine Operators",32.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",707.0,"Rolling Machine Operators",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",708.0,"Drilling and Boring Machine Operators",12.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",709.0,"Grinding, Abrading, Buffing, and Polishing Machine Operators",28.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",713.0,"Forging Machine Operators",3.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",715.0,"Miscellaneous Metal, Plastic, Stone, and Glass Working Machine Operators",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",717.0,"Fabricating Machine Operators, n.e.c.",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",719.0,"Molding and Casting Machine Operators",36.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",723.0,"Metal Plating Machine Operators",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",724.0,"Heat Treating Equipment Operators",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",725.0,"Miscellaneous Metal and Plastic Processing Machine Operators",3.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",726.0,"Wood Lathe, Routing and Planing Machine Operators",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",727.0,"Sawing Machine Operators",32.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",728.0,"Shaping and Joining Machine Operators",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",729.0,"Nailing and Tacking Machine Operators",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",733.0,"Miscellaneous Woodworking Machine Operators",11.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",734.0,"Printing Machine Operators",84.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",735.0,"Photoengravers and Lithographers",11.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",736.0,"Typesetters and Compositors",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",737.0,"Miscellaneous Printing Machine Operators",16.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",738.0,"Winding and Twisting Machine Operators",32.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",739.0,"Knitting, Looping, Taping, and Weaving Machine Operators",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",743.0,"Textile Cutting Machine Operators",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",744.0,"Textile Sewing Machine Operators",210.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",745.0,"Shoe Machine Operators",17.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",747.0,"Pressing Machine Operators",32.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",748.0,"Laundering and Dry Cleaning Machine Operators",73.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",749.0,"Miscellaneous Textile Machine Operators",33.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",753.0,"Cementing and Gluing Machine Operators",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",754.0,"Packaging and Filling Machine Operators",47.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",755.0,"Extruding and Forming Machine Operators",10.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",756.0,"Mixing and Blending Machine Operators",20.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",757.0,"Separating, Filtering, and Clarifying Machine Operators",14.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",758.0,"Compressing and Compacting Machine Operators",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",759.0,"Painting and Paint Spraying Machine Operators",38.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",763.0,"Roasting and Baking Machine Operators, Food",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",764.0,"Washing, Cleaning, and Pickling Machine Operators",2.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",765.0,"Folding Machine Operators",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",766.0,"Furnace, Kiln, and Oven Operators, Except Food",31.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",768.0,"Crushing and Grinding Machine Operators",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",769.0,"Slicing and Cutting Machine Operators",36.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",773.0,"Motion Picture Projectionists",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",774.0,"Photographic Process Machine Operators",22.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",777.0,"Miscellaneous and Not Specified Machine Operators, n.e.c.",195.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",779.0,"Machine Operators, Not Specified",176.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",783.0,"Welders and Cutters",140.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",784.0,"Solderers and Blazers",17.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",785.0,"Assemblers",284.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",786.0,"Hand Cutting and Trimming Occupations",5.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",787.0,"Hand Molding, Casting, and Forming Occupations",8.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",789.0,"Hand Painting,Coating, and Decorating Occupations",11.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",793.0,"Hand Engraving and Printing Occupations",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",794.0,"Hand Grinding and Polishing Occupations",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",795.0,"Miscellaneous Hand Working Occupations",12.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",796.0,"Production Inspectors, Checkers, and Examiners",175.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",797.0,"Production Testers",16.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",798.0,"Production Samplers and Weighers",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",799.0,"Graders and Sorters, Except Agricultural",19.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",803.0,"Supervisors, Motor Vehicle Operators",20.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",804.0,"Truck Drivers, Heavy",485.0,0.01,
occ80,"RS CENSUS OCCUPATION CODE (1980)",805.0,"Truck Drivers, Light",112.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",806.0,"Driver-Sales Workers",38.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",808.0,"Bus Drivers",128.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",809.0,"Taxicab Drivers and Chauffeurs",57.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",813.0,"Parking Lot Attendants",7.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",814.0,"Motor Transportation Occupations, n.e.c.",3.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",823.0,"Railroad Conductors and Yardmasters",15.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",824.0,"Locomotive Operating Occupations",17.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",825.0,"Railroad Brake, Signal, and Switch Operators",6.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",826.0,"Rail Vehicle Operators, n.e.c.",0.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",828.0,"Ship Captains and Mates, Except Fishing Boats",1.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",829.0,"Sailors and Deckhands",4.0,0.0,
occ80,"RS CENSUS OCCUPATION CODE (1980)",833.0,"Marine Engineers",0.0,0.0,
